name,category,description,price
"F4 / PF CC 204","NEMA GPO3","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","NEMA GPO3","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","NEMA GPO3","Magnetic Laminates - industrial composite",0
"MICA Tubes","NEMA GPO3","MICA Tubes - industrial composite",0
"MICA Sheet","NEMA GPO3","MICA Sheet - industrial composite",0
"MICA Paper","NEMA GPO3","MICA Paper - industrial composite",0
"MICA Tape","NEMA GPO3","MICA Tape - industrial composite",0
"Synthetic MICA Tape","NEMA GPO3","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","NEMA GPO3","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","NEMA GPO3","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","NEMA GPO3","Calcinied MICA Tape - industrial composite",0
"Glass Matte Laminates |","NEMA GPO3","Glass Matte Laminates | - industrial composite",0
"NEMA GPO3","NEMA GPO3","NEMA GPO3 - industrial composite",0
"Excellent chemical resistance & radiation resistance","NEMA GPO3","Excellent chemical resistance & radiation resistance - industrial composite",0
"RoHS, Reach certified products","NEMA GPO3","RoHS, Reach certified products - industrial composite",0
"Products","NEMA SG 204","Products - industrial composite",0
"Glass Fabric Laminates","NEMA SG 204","Glass Fabric Laminates - industrial composite",0
"Glass Matte Laminates","NEMA SG 204","Glass Matte Laminates - industrial composite",0
"Speciality Laminates","NEMA SG 204","Speciality Laminates - industrial composite",0
"MICA","NEMA SG 204","MICA - industrial composite",0
"Tubes And Cylinders","NEMA SG 204","Tubes And Cylinders - industrial composite",0
"Threaded Rods","NEMA SG 204","Threaded Rods - industrial composite",0
"FR4 / EPGC 202","NEMA SG 204","FR4 / EPGC 202 - industrial composite",0
"G10 / EPGC 201","NEMA SG 204","G10 / EPGC 201 - industrial composite",0
"G11 / EPGC 202","NEMA SG 204","G11 / EPGC 202 - industrial composite",0
"G7 / SIGC 202","NEMA SG 204","G7 / SIGC 202 - industrial composite",0
"G30 / PFGC 301","NEMA SG 204","G30 / PFGC 301 - industrial composite",0
"GPO1 / UPGM 201","NEMA SG 204","GPO1 / UPGM 201 - industrial composite",0
"GPO2 / UPGM 202","NEMA SG 204","GPO2 / UPGM 202 - industrial composite",0
"GPO3 / UPGM 203","NEMA SG 204","GPO3 / UPGM 203 - industrial composite",0
"SG204 / GPO1","NEMA SG 204","SG204 / GPO1 - industrial composite",0
"HT276 / UPGM 204/205","NEMA SG 204","HT276 / UPGM 204/205 - industrial composite",0
"P1 / PF CP 201","NEMA SG 204","P1 / PF CP 201 - industrial composite",0
"P2 / PF CP 207","NEMA SG 204","P2 / PF CP 207 - industrial composite",0
"P3 / PF CP 203","NEMA SG 204","P3 / PF CP 203 - industrial composite",0
"P4 / PF CP 204","NEMA SG 204","P4 / PF CP 204 - industrial composite",0
"F2 / PF CC 202 / 305","NEMA SG 204","F2 / PF CC 202 / 305 - industrial composite",0
"F3 / PF CC 203","NEMA SG 204","F3 / PF CC 203 - industrial composite",0
"F4 / PF CC 204","NEMA SG 204","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","NEMA SG 204","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","NEMA SG 204","Magnetic Laminates - industrial composite",0
"MICA Tubes","NEMA SG 204","MICA Tubes - industrial composite",0
"MICA Sheet","NEMA SG 204","MICA Sheet - industrial composite",0
"MICA Paper","NEMA SG 204","MICA Paper - industrial composite",0
"MICA Tape","NEMA SG 204","MICA Tape - industrial composite",0
"Synthetic MICA Tape","NEMA SG 204","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","NEMA SG 204","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","NEMA SG 204","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","NEMA SG 204","Calcinied MICA Tape - industrial composite",0
"Glass Matte Laminates |","NEMA SG 204","Glass Matte Laminates | - industrial composite",0
"NEMA SG 204","NEMA SG 204","NEMA SG 204 - industrial composite",0
"Chemical resistance: The material has good chemical resistance, which makes it suitable for use in harsh environments.","NEMA SG 204","Chemical resistance: The material has good chemical resistance, which makes it suitable for use in harsh environments. - industrial composite",0
"GPO-1","NEMA SG 204","GPO-1 - industrial composite",0
"GPO-2","NEMA SG 204","GPO-2 - industrial composite",0
"GPO-3","NEMA SG 204","GPO-3 - industrial composite",0
"SG204","NEMA SG 204","SG204 - industrial composite",0
"HT276","NEMA SG 204","HT276 - industrial composite",0
"Products","NEMA HT276","Products - industrial composite",0
"Glass Fabric Laminates","NEMA HT276","Glass Fabric Laminates - industrial composite",0
"Glass Matte Laminates","NEMA HT276","Glass Matte Laminates - industrial composite",0
"Speciality Laminates","NEMA HT276","Speciality Laminates - industrial composite",0
"MICA","NEMA HT276","MICA - industrial composite",0
"Tubes And Cylinders","NEMA HT276","Tubes And Cylinders - industrial composite",0
"Threaded Rods","NEMA HT276","Threaded Rods - industrial composite",0
"FR4 / EPGC 202","NEMA HT276","FR4 / EPGC 202 - industrial composite",0
"G10 / EPGC 201","NEMA HT276","G10 / EPGC 201 - industrial composite",0
"G11 / EPGC 202","NEMA HT276","G11 / EPGC 202 - industrial composite",0
"G7 / SIGC 202","NEMA HT276","G7 / SIGC 202 - industrial composite",0
"G30 / PFGC 301","NEMA HT276","G30 / PFGC 301 - industrial composite",0
"GPO1 / UPGM 201","NEMA HT276","GPO1 / UPGM 201 - industrial composite",0
"GPO2 / UPGM 202","NEMA HT276","GPO2 / UPGM 202 - industrial composite",0
"GPO3 / UPGM 203","NEMA HT276","GPO3 / UPGM 203 - industrial composite",0
"SG204 / GPO1","NEMA HT276","SG204 / GPO1 - industrial composite",0
"HT276 / UPGM 204/205","NEMA HT276","HT276 / UPGM 204/205 - industrial composite",0
"P1 / PF CP 201","NEMA HT276","P1 / PF CP 201 - industrial composite",0
"P2 / PF CP 207","NEMA HT276","P2 / PF CP 207 - industrial composite",0
"P3 / PF CP 203","NEMA HT276","P3 / PF CP 203 - industrial composite",0
"P4 / PF CP 204","NEMA HT276","P4 / PF CP 204 - industrial composite",0
"F2 / PF CC 202 / 305","NEMA HT276","F2 / PF CC 202 / 305 - industrial composite",0
"F3 / PF CC 203","NEMA HT276","F3 / PF CC 203 - industrial composite",0
"F4 / PF CC 204","NEMA HT276","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","NEMA HT276","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","NEMA HT276","Magnetic Laminates - industrial composite",0
"MICA Tubes","NEMA HT276","MICA Tubes - industrial composite",0
"MICA Sheet","NEMA HT276","MICA Sheet - industrial composite",0
"MICA Paper","NEMA HT276","MICA Paper - industrial composite",0
"MICA Tape","NEMA HT276","MICA Tape - industrial composite",0
"Synthetic MICA Tape","NEMA HT276","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","NEMA HT276","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","NEMA HT276","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","NEMA HT276","Calcinied MICA Tape - industrial composite",0
"Glass Matte Laminates |","NEMA HT276","Glass Matte Laminates | - industrial composite",0
"NEMA HT276","NEMA HT276","NEMA HT276 - industrial composite",0
"GPO-1","NEMA HT276","GPO-1 - industrial composite",0
"GPO-2","NEMA HT276","GPO-2 - industrial composite",0
"GPO-3","NEMA HT276","GPO-3 - industrial composite",0
"SG204","NEMA HT276","SG204 - industrial composite",0
"HT276","NEMA HT276","HT276 - industrial composite",0
"Products","NEMA P1","Products - industrial composite",0
"Glass Fabric Laminates","NEMA P1","Glass Fabric Laminates - industrial composite",0
"Glass Matte Laminates","NEMA P1","Glass Matte Laminates - industrial composite",0
"Speciality Laminates","NEMA P1","Speciality Laminates - industrial composite",0
"MICA","NEMA P1","MICA - industrial composite",0
"Tubes And Cylinders","NEMA P1","Tubes And Cylinders - industrial composite",0
"Threaded Rods","NEMA P1","Threaded Rods - industrial composite",0
"FR4 / EPGC 202","NEMA P1","FR4 / EPGC 202 - industrial composite",0
"G10 / EPGC 201","NEMA P1","G10 / EPGC 201 - industrial composite",0
"G11 / EPGC 202","NEMA P1","G11 / EPGC 202 - industrial composite",0
"G7 / SIGC 202","NEMA P1","G7 / SIGC 202 - industrial composite",0
"G30 / PFGC 301","NEMA P1","G30 / PFGC 301 - industrial composite",0
"GPO1 / UPGM 201","NEMA P1","GPO1 / UPGM 201 - industrial composite",0
"GPO2 / UPGM 202","NEMA P1","GPO2 / UPGM 202 - industrial composite",0
"GPO3 / UPGM 203","NEMA P1","GPO3 / UPGM 203 - industrial composite",0
"SG204 / GPO1","NEMA P1","SG204 / GPO1 - industrial composite",0
"HT276 / UPGM 204/205","NEMA P1","HT276 / UPGM 204/205 - industrial composite",0
"P1 / PF CP 201","NEMA P1","P1 / PF CP 201 - industrial composite",0
"P2 / PF CP 207","NEMA P1","P2 / PF CP 207 - industrial composite",0
"P3 / PF CP 203","NEMA P1","P3 / PF CP 203 - industrial composite",0
"P4 / PF CP 204","NEMA P1","P4 / PF CP 204 - industrial composite",0
"F2 / PF CC 202 / 305","NEMA P1","F2 / PF CC 202 / 305 - industrial composite",0
"F3 / PF CC 203","NEMA P1","F3 / PF CC 203 - industrial composite",0
"F4 / PF CC 204","NEMA P1","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","NEMA P1","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","NEMA P1","Magnetic Laminates - industrial composite",0
"MICA Tubes","NEMA P1","MICA Tubes - industrial composite",0
"MICA Sheet","NEMA P1","MICA Sheet - industrial composite",0
"MICA Paper","NEMA P1","MICA Paper - industrial composite",0
"MICA Tape","NEMA P1","MICA Tape - industrial composite",0
"Synthetic MICA Tape","NEMA P1","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","NEMA P1","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","NEMA P1","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","NEMA P1","Calcinied MICA Tape - industrial composite",0
"NEMA P1","NEMA P1","NEMA P1 - industrial composite",0
"Automotive industry: The material is used in the production of brake pads and other automotive components.","NEMA P1","Automotive industry: The material is used in the production of brake pads and other automotive components. - industrial composite",0
"GPO-1","NEMA P1","GPO-1 - industrial composite",0
"GPO-2","NEMA P1","GPO-2 - industrial composite",0
"GPO-3","NEMA P1","GPO-3 - industrial composite",0
"SG204","NEMA P1","SG204 - industrial composite",0
"Products","NEMA P2","Products - industrial composite",0
"Glass Fabric Laminates","NEMA P2","Glass Fabric Laminates - industrial composite",0
"Glass Matte Laminates","NEMA P2","Glass Matte Laminates - industrial composite",0
"Speciality Laminates","NEMA P2","Speciality Laminates - industrial composite",0
"MICA","NEMA P2","MICA - industrial composite",0
"Tubes And Cylinders","NEMA P2","Tubes And Cylinders - industrial composite",0
"Threaded Rods","NEMA P2","Threaded Rods - industrial composite",0
"FR4 / EPGC 202","NEMA P2","FR4 / EPGC 202 - industrial composite",0
"G10 / EPGC 201","NEMA P2","G10 / EPGC 201 - industrial composite",0
"G11 / EPGC 202","NEMA P2","G11 / EPGC 202 - industrial composite",0
"G7 / SIGC 202","NEMA P2","G7 / SIGC 202 - industrial composite",0
"G30 / PFGC 301","NEMA P2","G30 / PFGC 301 - industrial composite",0
"GPO1 / UPGM 201","NEMA P2","GPO1 / UPGM 201 - industrial composite",0
"GPO2 / UPGM 202","NEMA P2","GPO2 / UPGM 202 - industrial composite",0
"GPO3 / UPGM 203","NEMA P2","GPO3 / UPGM 203 - industrial composite",0
"SG204 / GPO1","NEMA P2","SG204 / GPO1 - industrial composite",0
"HT276 / UPGM 204/205","NEMA P2","HT276 / UPGM 204/205 - industrial composite",0
"P1 / PF CP 201","NEMA P2","P1 / PF CP 201 - industrial composite",0
"P2 / PF CP 207","NEMA P2","P2 / PF CP 207 - industrial composite",0
"P3 / PF CP 203","NEMA P2","P3 / PF CP 203 - industrial composite",0
"P4 / PF CP 204","NEMA P2","P4 / PF CP 204 - industrial composite",0
"F2 / PF CC 202 / 305","NEMA P2","F2 / PF CC 202 / 305 - industrial composite",0
"F3 / PF CC 203","NEMA P2","F3 / PF CC 203 - industrial composite",0
"F4 / PF CC 204","NEMA P2","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","NEMA P2","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","NEMA P2","Magnetic Laminates - industrial composite",0
"MICA Tubes","NEMA P2","MICA Tubes - industrial composite",0
"MICA Sheet","NEMA P2","MICA Sheet - industrial composite",0
"MICA Paper","NEMA P2","MICA Paper - industrial composite",0
"MICA Tape","NEMA P2","MICA Tape - industrial composite",0
"Synthetic MICA Tape","NEMA P2","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","NEMA P2","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","NEMA P2","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","NEMA P2","Calcinied MICA Tape - industrial composite",0
"NEMA P2","NEMA P2","NEMA P2 - industrial composite",0
"GPO-1","NEMA P2","GPO-1 - industrial composite",0
"GPO-2","NEMA P2","GPO-2 - industrial composite",0
"GPO-3","NEMA P2","GPO-3 - industrial composite",0
"SG204","NEMA P2","SG204 - industrial composite",0
"Products","NEMA P3","Products - industrial composite",0
"Glass Fabric Laminates","NEMA P3","Glass Fabric Laminates - industrial composite",0
"Glass Matte Laminates","NEMA P3","Glass Matte Laminates - industrial composite",0
"Speciality Laminates","NEMA P3","Speciality Laminates - industrial composite",0
"MICA","NEMA P3","MICA - industrial composite",0
"Tubes And Cylinders","NEMA P3","Tubes And Cylinders - industrial composite",0
"Threaded Rods","NEMA P3","Threaded Rods - industrial composite",0
"FR4 / EPGC 202","NEMA P3","FR4 / EPGC 202 - industrial composite",0
"G10 / EPGC 201","NEMA P3","G10 / EPGC 201 - industrial composite",0
"G11 / EPGC 202","NEMA P3","G11 / EPGC 202 - industrial composite",0
"G7 / SIGC 202","NEMA P3","G7 / SIGC 202 - industrial composite",0
"G30 / PFGC 301","NEMA P3","G30 / PFGC 301 - industrial composite",0
"GPO1 / UPGM 201","NEMA P3","GPO1 / UPGM 201 - industrial composite",0
"GPO2 / UPGM 202","NEMA P3","GPO2 / UPGM 202 - industrial composite",0
"GPO3 / UPGM 203","NEMA P3","GPO3 / UPGM 203 - industrial composite",0
"SG204 / GPO1","NEMA P3","SG204 / GPO1 - industrial composite",0
"HT276 / UPGM 204/205","NEMA P3","HT276 / UPGM 204/205 - industrial composite",0
"P1 / PF CP 201","NEMA P3","P1 / PF CP 201 - industrial composite",0
"P2 / PF CP 207","NEMA P3","P2 / PF CP 207 - industrial composite",0
"P3 / PF CP 203","NEMA P3","P3 / PF CP 203 - industrial composite",0
"P4 / PF CP 204","NEMA P3","P4 / PF CP 204 - industrial composite",0
"F2 / PF CC 202 / 305","NEMA P3","F2 / PF CC 202 / 305 - industrial composite",0
"F3 / PF CC 203","NEMA P3","F3 / PF CC 203 - industrial composite",0
"F4 / PF CC 204","NEMA P3","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","NEMA P3","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","NEMA P3","Magnetic Laminates - industrial composite",0
"MICA Tubes","NEMA P3","MICA Tubes - industrial composite",0
"MICA Sheet","NEMA P3","MICA Sheet - industrial composite",0
"MICA Paper","NEMA P3","MICA Paper - industrial composite",0
"MICA Tape","NEMA P3","MICA Tape - industrial composite",0
"Synthetic MICA Tape","NEMA P3","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","NEMA P3","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","NEMA P3","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","NEMA P3","Calcinied MICA Tape - industrial composite",0
"NEMA P3","NEMA P3","NEMA P3 - industrial composite",0
"GPO-1","NEMA P3","GPO-1 - industrial composite",0
"GPO-2","NEMA P3","GPO-2 - industrial composite",0
"GPO-3","NEMA P3","GPO-3 - industrial composite",0
"SG204","NEMA P3","SG204 - industrial composite",0
"Products","NEMA P4","Products - industrial composite",0
"Glass Fabric Laminates","NEMA P4","Glass Fabric Laminates - industrial composite",0
"Glass Matte Laminates","NEMA P4","Glass Matte Laminates - industrial composite",0
"Speciality Laminates","NEMA P4","Speciality Laminates - industrial composite",0
"MICA","NEMA P4","MICA - industrial composite",0
"Tubes And Cylinders","NEMA P4","Tubes And Cylinders - industrial composite",0
"Threaded Rods","NEMA P4","Threaded Rods - industrial composite",0
"FR4 / EPGC 202","NEMA P4","FR4 / EPGC 202 - industrial composite",0
"G10 / EPGC 201","NEMA P4","G10 / EPGC 201 - industrial composite",0
"G11 / EPGC 202","NEMA P4","G11 / EPGC 202 - industrial composite",0
"G7 / SIGC 202","NEMA P4","G7 / SIGC 202 - industrial composite",0
"G30 / PFGC 301","NEMA P4","G30 / PFGC 301 - industrial composite",0
"GPO1 / UPGM 201","NEMA P4","GPO1 / UPGM 201 - industrial composite",0
"GPO2 / UPGM 202","NEMA P4","GPO2 / UPGM 202 - industrial composite",0
"GPO3 / UPGM 203","NEMA P4","GPO3 / UPGM 203 - industrial composite",0
"SG204 / GPO1","NEMA P4","SG204 / GPO1 - industrial composite",0
"HT276 / UPGM 204/205","NEMA P4","HT276 / UPGM 204/205 - industrial composite",0
"P1 / PF CP 201","NEMA P4","P1 / PF CP 201 - industrial composite",0
"P2 / PF CP 207","NEMA P4","P2 / PF CP 207 - industrial composite",0
"P3 / PF CP 203","NEMA P4","P3 / PF CP 203 - industrial composite",0
"P4 / PF CP 204","NEMA P4","P4 / PF CP 204 - industrial composite",0
"F2 / PF CC 202 / 305","NEMA P4","F2 / PF CC 202 / 305 - industrial composite",0
"F3 / PF CC 203","NEMA P4","F3 / PF CC 203 - industrial composite",0
"F4 / PF CC 204","NEMA P4","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","NEMA P4","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","NEMA P4","Magnetic Laminates - industrial composite",0
"MICA Tubes","NEMA P4","MICA Tubes - industrial composite",0
"MICA Sheet","NEMA P4","MICA Sheet - industrial composite",0
"MICA Paper","NEMA P4","MICA Paper - industrial composite",0
"MICA Tape","NEMA P4","MICA Tape - industrial composite",0
"Synthetic MICA Tape","NEMA P4","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","NEMA P4","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","NEMA P4","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","NEMA P4","Calcinied MICA Tape - industrial composite",0
"NEMA P4","NEMA P4","NEMA P4 - industrial composite",0
"GPO-1","NEMA P4","GPO-1 - industrial composite",0
"GPO-2","NEMA P4","GPO-2 - industrial composite",0
"GPO-3","NEMA P4","GPO-3 - industrial composite",0
"SG204","NEMA P4","SG204 - industrial composite",0
"Products","F2","Products - industrial composite",0
"Glass Fabric Laminates","F2","Glass Fabric Laminates - industrial composite",0
"Glass Matte Laminates","F2","Glass Matte Laminates - industrial composite",0
"Speciality Laminates","F2","Speciality Laminates - industrial composite",0
"MICA","F2","MICA - industrial composite",0
"Tubes And Cylinders","F2","Tubes And Cylinders - industrial composite",0
"Threaded Rods","F2","Threaded Rods - industrial composite",0
"FR4 / EPGC 202","F2","FR4 / EPGC 202 - industrial composite",0
"G10 / EPGC 201","F2","G10 / EPGC 201 - industrial composite",0
"G11 / EPGC 202","F2","G11 / EPGC 202 - industrial composite",0
"G7 / SIGC 202","F2","G7 / SIGC 202 - industrial composite",0
"G30 / PFGC 301","F2","G30 / PFGC 301 - industrial composite",0
"GPO1 / UPGM 201","F2","GPO1 / UPGM 201 - industrial composite",0
"GPO2 / UPGM 202","F2","GPO2 / UPGM 202 - industrial composite",0
"GPO3 / UPGM 203","F2","GPO3 / UPGM 203 - industrial composite",0
"SG204 / GPO1","F2","SG204 / GPO1 - industrial composite",0
"HT276 / UPGM 204/205","F2","HT276 / UPGM 204/205 - industrial composite",0
"P1 / PF CP 201","F2","P1 / PF CP 201 - industrial composite",0
"P2 / PF CP 207","F2","P2 / PF CP 207 - industrial composite",0
"P3 / PF CP 203","F2","P3 / PF CP 203 - industrial composite",0
"P4 / PF CP 204","F2","P4 / PF CP 204 - industrial composite",0
"F2 / PF CC 202 / 305","F2","F2 / PF CC 202 / 305 - industrial composite",0
"F3 / PF CC 203","F2","F3 / PF CC 203 - industrial composite",0
"F4 / PF CC 204","F2","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","F2","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","F2","Magnetic Laminates - industrial composite",0
"MICA Tubes","F2","MICA Tubes - industrial composite",0
"MICA Sheet","F2","MICA Sheet - industrial composite",0
"MICA Paper","F2","MICA Paper - industrial composite",0
"MICA Tape","F2","MICA Tape - industrial composite",0
"Synthetic MICA Tape","F2","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","F2","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","F2","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","F2","Calcinied MICA Tape - industrial composite",0
"Agriculture: Cotton Based F2 can be used in agriculture to produce higher yielding and disease-resistant cotton crops.","F2","Agriculture: Cotton Based F2 can be used in agriculture to produce higher yielding and disease-resistant cotton crops. - industrial composite",0
"Products","F3","Products - industrial composite",0
"Glass Fabric Laminates","F3","Glass Fabric Laminates - industrial composite",0
"Glass Matte Laminates","F3","Glass Matte Laminates - industrial composite",0
"Speciality Laminates","F3","Speciality Laminates - industrial composite",0
"MICA","F3","MICA - industrial composite",0
"Tubes And Cylinders","F3","Tubes And Cylinders - industrial composite",0
"Threaded Rods","F3","Threaded Rods - industrial composite",0
"FR4 / EPGC 202","F3","FR4 / EPGC 202 - industrial composite",0
"G10 / EPGC 201","F3","G10 / EPGC 201 - industrial composite",0
"G11 / EPGC 202","F3","G11 / EPGC 202 - industrial composite",0
"G7 / SIGC 202","F3","G7 / SIGC 202 - industrial composite",0
"G30 / PFGC 301","F3","G30 / PFGC 301 - industrial composite",0
"GPO1 / UPGM 201","F3","GPO1 / UPGM 201 - industrial composite",0
"GPO2 / UPGM 202","F3","GPO2 / UPGM 202 - industrial composite",0
"GPO3 / UPGM 203","F3","GPO3 / UPGM 203 - industrial composite",0
"SG204 / GPO1","F3","SG204 / GPO1 - industrial composite",0
"HT276 / UPGM 204/205","F3","HT276 / UPGM 204/205 - industrial composite",0
"P1 / PF CP 201","F3","P1 / PF CP 201 - industrial composite",0
"P2 / PF CP 207","F3","P2 / PF CP 207 - industrial composite",0
"P3 / PF CP 203","F3","P3 / PF CP 203 - industrial composite",0
"P4 / PF CP 204","F3","P4 / PF CP 204 - industrial composite",0
"F2 / PF CC 202 / 305","F3","F2 / PF CC 202 / 305 - industrial composite",0
"F3 / PF CC 203","F3","F3 / PF CC 203 - industrial composite",0
"F4 / PF CC 204","F3","F4 / PF CC 204 - industrial composite",0
"F5 / PF CC 204","F3","F5 / PF CC 204 - industrial composite",0
"Magnetic Laminates","F3","Magnetic Laminates - industrial composite",0
"MICA Tubes","F3","MICA Tubes - industrial composite",0
"MICA Sheet","F3","MICA Sheet - industrial composite",0
"MICA Paper","F3","MICA Paper - industrial composite",0
"MICA Tape","F3","MICA Tape - industrial composite",0
"Synthetic MICA Tape","F3","Synthetic MICA Tape - industrial composite",0
"Muscovite MICA Tape","F3","Muscovite MICA Tape - industrial composite",0
"Phlogophite MICA Tape","F3","Phlogophite MICA Tape - industrial composite",0
"Calcinied MICA Tape","F3","Calcinied MICA Tape - industrial composite",0
"Automotive: Cotton Molded Rod F3 composites are used in car body panels, suspension components, and brake components.","F3","Automotive: Cotton Molded Rod F3 composites are used in car body panels, suspension components, and brake components. - industrial composite",0
"Industrial: Cotton Molded Rod F3 composites are used in industrial applications such as pumps, valves, and bearings.","F3","Industrial: Cotton Molded Rod F3 composites are used in industrial applications such as pumps, valves, and bearings. - industrial composite",0
